# SYNTHETIC DATA - fictional training records, not clinical evidence.
task_id,hcp_id,therapeutic_area,source_commitment_id,task_text,owner_role,due_date,status,note
cardiometabolic-obesity:TASK-007-2,cardiometabolic-obesity:HCP-111,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-007-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-008-1,cardiometabolic-obesity:HCP-112,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-008-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-008-2,cardiometabolic-obesity:HCP-112,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-008-2,Check approved material availability,MSL,2026-10-05,completed,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-009-1,cardiometabolic-obesity:HCP-113,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-009-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-009-2,cardiometabolic-obesity:HCP-113,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-009-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-010-1,cardiometabolic-obesity:HCP-114,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-010-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-010-2,cardiometabolic-obesity:HCP-114,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-010-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-011-1,cardiometabolic-obesity:HCP-115,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-011-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-011-2,cardiometabolic-obesity:HCP-115,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-011-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-012-1,cardiometabolic-obesity:HCP-118,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-012-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-012-2,cardiometabolic-obesity:HCP-118,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-012-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-013-1,cardiometabolic-obesity:HCP-119,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-013-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-013-2,cardiometabolic-obesity:HCP-119,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-013-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-014-1,cardiometabolic-obesity:HCP-120,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-014-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-014-2,cardiometabolic-obesity:HCP-120,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-014-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-015-1,cardiometabolic-obesity:HCP-121,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-015-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-015-2,cardiometabolic-obesity:HCP-121,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-015-2,Check approved material availability,MSL,2026-10-05,completed,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-016-1,cardiometabolic-obesity:HCP-122,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-016-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-016-2,cardiometabolic-obesity:HCP-122,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-016-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-017-1,cardiometabolic-obesity:HCP-124,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-017-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-017-2,cardiometabolic-obesity:HCP-124,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-017-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-018-1,cardiometabolic-obesity:HCP-125,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-018-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-018-2,cardiometabolic-obesity:HCP-125,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-018-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-019-1,cardiometabolic-obesity:HCP-127,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-019-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-019-2,cardiometabolic-obesity:HCP-127,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-019-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-020-1,cardiometabolic-obesity:HCP-128,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-020-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-020-2,cardiometabolic-obesity:HCP-128,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-020-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-021-1,cardiometabolic-obesity:HCP-129,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-021-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-021-2,cardiometabolic-obesity:HCP-129,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-021-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-022-1,cardiometabolic-obesity:HCP-130,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-022-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-022-2,cardiometabolic-obesity:HCP-130,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-022-2,Check approved material availability,MSL,2026-10-05,completed,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-023-1,cardiometabolic-obesity:HCP-133,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-023-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-023-2,cardiometabolic-obesity:HCP-133,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-023-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-024-1,cardiometabolic-obesity:HCP-134,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-024-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-024-2,cardiometabolic-obesity:HCP-134,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-024-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-025-1,cardiometabolic-obesity:HCP-135,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-025-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-025-2,cardiometabolic-obesity:HCP-135,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-025-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-026-1,cardiometabolic-obesity:HCP-137,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-026-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-026-2,cardiometabolic-obesity:HCP-137,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-026-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-027-1,cardiometabolic-obesity:HCP-138,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-027-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-027-2,cardiometabolic-obesity:HCP-138,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-027-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-028-1,cardiometabolic-obesity:HCP-139,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-028-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-028-2,cardiometabolic-obesity:HCP-139,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-028-2,Check approved material availability,MSL,2026-10-05,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-029-1,cardiometabolic-obesity:HCP-140,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-029-1,Review evidence for the next scientific discussion,MSL,2026-09-30,open,Added fictional task register; not a commitment extracted from historical field notes
cardiometabolic-obesity:TASK-029-2,cardiometabolic-obesity:HCP-140,cardiometabolic-obesity,cardiometabolic-obesity:SCENARIO-029-2,Check approved material availability,MSL,2026-10-05,completed,Added fictional task register; not a commitment extracted from historical field notes
